_id,year,examType,name,region,council,ward,ownership,institutionType,confidenceLevel,comments,division_one_females,division_one_males,division_one_total,division_two_females,division_two_males,division_two_total,division_three_females,division_three_males,division_three_total,division_four_females,division_four_males,division_four_total,division_zero_females,division_zero_males,division_zero_total,posted_date
684956aeba68378eb6b77701,2022,ACSEE,KIBOSHO GIRLS,Kilimanjaro,Moshi,Kibosho Mashariki,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",13,0,13,26,0,26,6,0,6,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77702,2022,ACSEE,KILAKALA,Morogoro,Morogoro MC,Kilakala,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",92,0,92,31,0,31,0,0,0,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77703,2022,ACSEE,KIRAENI,Kilimanjaro,Rombo,Kirwa Keni,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",2,0,2,16,0,16,20,1,21,1,0,1,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77704,2022,ACSEE,KISUTU,Dar es Salaam,Dar es Salaam CC,Kisutu,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",40,0,40,135,0,135,84,0,84,3,0,3,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77705,2022,ACSEE,KOROGWE,Rukwa,Nkasi,Korongwe,Government,School,93,"Confidence level is desired to be above 90%, anything below that is less reliable",32,0,32,211,0,211,121,0,121,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77706,2022,ACSEE,BIGWA SISTERS,Dodoma,Dodoma CC,Kikombo,Non-Government,School,86,"Confidence level is desired to be above 90%, anything below that is less reliable",12,0,12,21,0,21,12,0,12,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77707,2022,ACSEE,LOLEZA,Mbeya,Mbeya CC,Ghana,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",66,0,66,200,0,200,112,0,112,6,0,6,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77708,2022,ACSEE,MACHAME,Kilimanjaro,Hai,Machame Kaskazini,Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",149,0,149,145,0,145,19,0,19,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77709,2022,ACSEE,MASASI GIRLS,Mtwara,Masasi TC,Migongo,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",138,0,138,178,0,178,54,0,54,1,0,1,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7770a,2022,ACSEE,MSALATO,Dodoma,Dodoma CC,Msalato,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",84,0,84,23,0,23,3,0,3,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7770b,2022,ACSEE,MTWARA GIRLS,Mtwara,Mtwara Mikindani MC,Mtawanya,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",151,0,151,91,0,91,10,0,10,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7770c,2022,ACSEE,NGANZA,Mwanza,Mwanza CC,Mkolani,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",63,0,63,159,0,159,125,0,125,5,0,5,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7770d,2022,ACSEE,PERAMIHO,Pwani,Chalinze,Pera,Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",5,0,5,6,0,6,0,0,0,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7770e,2022,ACSEE,RUGAMBWA,Kagera,Bukoba MC,Kitendaguro,Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",43,0,43,111,0,111,67,0,67,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7770f,2022,ACSEE,SONGEA GIRLS,Ruvuma,Songea MC,Mjini,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",170,0,170,185,0,185,16,0,16,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77710,2022,ACSEE,TABORA GIRLS,Tabora,Tabora MC,Ng'ambo,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",136,0,136,4,0,4,0,0,0,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77711,2022,ACSEE,WERUWERU,Kilimanjaro,Moshi,Kindi,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",156,0,156,126,0,126,34,0,34,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77712,2022,ACSEE,ZANAKI,Dar es Salaam,Dar es Salaam CC,Upanga Mashariki,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",20,0,20,96,0,96,60,0,60,2,0,2,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77713,2022,ACSEE,MASAMA,Kilimanjaro,Hai,Masama Mashariki,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",3,0,3,15,0,15,13,0,13,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77714,2022,ACSEE,KIFUNGILO,Tanga,Lushoto,Gare,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",21,0,21,27,0,27,10,0,10,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77715,2022,ACSEE,MASWA,Simiyu,Maswa,Sukuma,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",144,0,144,190,0,190,96,0,96,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77716,2022,ACSEE,MPANDA GIRLS,Katavi,Mpanda MC,Misunkumilo,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",54,0,54,187,0,187,137,0,137,3,0,3,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77717,2022,ACSEE,KONDOA,Dar es Salaam,Kinondoni MC,Kunduchi,Government,School,91,"Confidence level is desired to be above 90%, anything below that is less reliable",90,0,90,187,0,187,90,0,90,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77718,2022,ACSEE,KIBONDO,Kigoma,Kibondo,Biturana,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",78,0,78,189,0,189,89,0,89,1,0,1,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77719,2022,ACSEE,ST. MARY'S MAZINDE,Tanga,Lushoto,Magamba,Non-Government,School,95,"Confidence level is desired to be above 90%, anything below that is less reliable",257,0,257,38,0,38,1,0,1,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7771a,2022,ACSEE,ST.LUISE MBINGA GIRLS,Ruvuma,Mbinga,Kigonsera,Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7771b,2022,ACSEE,BUKUMBI,Mwanza,Misungwi,Idetemya,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7771c,2022,ACSEE,ST.JOSEPH GIRLS SEMINARY,Dar es Salaam,Ubungo MC,Kibamba,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",2,0,2,8,0,8,7,0,7,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7771d,2022,ACSEE,PALLOTI GIRLS,Singida,Ikungi,Siuyu,Non-Government,School,96,"Confidence level is desired to be above 90%, anything below that is less reliable",6,0,6,9,0,9,11,0,11,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7771e,2022,ACSEE,MAASAE GIRLS LUTHE,Arusha,Monduli,Engutoto,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",4,0,4,12,0,12,7,0,7,5,0,5,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7771f,2022,ACSEE,MABAMBA GIRLS,Kigoma,Kibondo,Mabamba,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",2,0,2,10,0,10,3,0,3,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77720,2022,ACSEE,MARIAN GIRLS,Pwani,Bagamoyo,Kisutu,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",43,0,43,60,0,60,10,0,10,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77721,2022,ACSEE,LORETO GIRLS,Mwanza,Ilemela MC,Nyakato,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",9,0,9,10,0,10,3,0,3,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77722,2022,ACSEE,AL-KHEIR ISLAMIC GIRLS SEMINARY,Tanga,Tanga CC,Central,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",11,0,11,9,0,9,9,0,9,1,0,1,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77723,2022,ACSEE,WALI-UL-ASR SEMINA,Dar es Salaam,Ubungo MC,Kibamba,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",2,0,2,5,0,5,1,0,1,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77724,2022,ACSEE,ST. CHRISTINA GIRL,Tanga,Tanga CC,Nguvumali,Non-Government,School,97,"Confidence level is desired to be above 90%, anything below that is less reliable",103,0,103,116,0,116,14,0,14,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77725,2022,ACSEE,HURUMA GIRLS,Dodoma,Dodoma CC,Hazina,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",25,0,25,19,0,19,2,0,2,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77726,2022,ACSEE,VISITATION GIRLS',Kilimanjaro,Siha,Biriri,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",57,0,57,35,0,35,6,0,6,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77727,2022,ACSEE,BARBRO-JOHANSSON,Dar es Salaam,Ubungo MC,Kwembe,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",29,0,29,85,0,85,30,0,30,1,0,1,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77728,2022,ACSEE,REGINAMUNDI GIRLS',Morogoro,Ulanga,Isongo,Non-Government,School,97,"Confidence level is desired to be above 90%, anything below that is less reliable",3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77729,2022,ACSEE,MANYUNYU,Njombe,Njombe,Matembwe,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",7,0,7,71,0,71,21,0,21,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7772a,2022,ACSEE,AL-IHSAN GIRLS,Arusha,Arusha,Mateves,Non-Government,School,86,"Confidence level is desired to be above 90%, anything below that is less reliable",19,0,19,32,0,32,17,0,17,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7772b,2022,ACSEE,IFUNDA GIRLS,Iringa,Iringa,Ifunda,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",56,0,56,128,0,128,115,0,115,2,0,2,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7772c,2022,ACSEE,EMMABERG GIRLS',Njombe,Makambako TC,Lyamkena,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7772d,2022,ACSEE,CHIEF IHUNYO GIRL'S,Mara,Butiama,Busegwe,Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",81,0,81,97,0,97,2,0,2,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7772e,2022,ACSEE,JOHN THE BAPTIST,Dar es Salaam,Kinondoni MC,Bunju,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",1,0,1,4,0,4,0,0,0,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7772f,2022,ACSEE,RONECA,Pwani,Kibaha TC,Misugusugu,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",6,0,6,8,0,8,7,0,7,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77730,2022,ACSEE,ST.THERESIA GIRLS,Kilimanjaro,Moshi,Kindi,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",2,0,2,3,0,3,2,0,2,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77731,2022,ACSEE,GHOMME,Dar es Salaam,Kinondoni MC,Kunduchi,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",0,1,1,0,0,0,1,2,3,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77732,2022,ACSEE,FEZA GIRLS',Dar es Salaam,Kinondoni MC,Kawe,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",43,0,43,22,0,22,5,0,5,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77733,2022,ACSEE,MKUGWA,Kigoma,Kibondo,Busunzu,Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",35,0,35,77,0,77,49,0,49,1,0,1,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77734,2022,ACSEE,ARUSHA,Arusha,Arusha CC,Kati,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",20,18,38,48,32,80,11,26,37,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77735,2022,ACSEE,BUKOBA,Kagera,Bukoba MC,Miembeni,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",14,0,14,25,0,25,25,0,25,1,0,1,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77736,2022,ACSEE,BULUBA,Shinyanga,Shinyanga MC,Mjini,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",3,2,5,3,7,10,1,2,3,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77737,2022,ACSEE,DODOMA,Dodoma,Dodoma CC,Makole,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",40,0,40,92,0,92,49,0,49,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77738,2022,ACSEE,DODOMA CENTRAL,Dodoma,Dodoma CC,Uhuru,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",3,1,4,5,8,13,5,8,13,0,1,1,0,1,1,2022-07-14 00:00:00
684956aeba68378eb6b77739,2022,ACSEE,ENABOISHU,Arusha,Arusha,Moivo,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",15,26,41,6,27,33,2,0,2,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7773a,2022,ACSEE,FIDEL CASTRO,Arusha,Meru,Mbuguni,Non-Government,School,68,"Confidence level is desired to be above 90%, anything below that is less reliable",18,35,53,47,36,83,7,11,18,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7773b,2022,ACSEE,FOREST HILL,Morogoro,Morogoro MC,Boma,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",2,1,3,4,1,5,0,0,0,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7773c,2022,ACSEE,HIGHLANDS,Iringa,Iringa MC,Gangilonga,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",1,1,2,2,7,9,3,10,13,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7773d,2022,ACSEE,IKIZU,Mara,Bunda,Nyamuswa,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",4,18,22,10,19,29,7,11,18,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7773e,2022,ACSEE,KAZIMA,Tabora,Tabora MC,Cheyo,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",25,50,75,76,76,152,43,39,82,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7773f,2022,ACSEE,KIBASILA,Dar es Salaam,Temeke MC,Miburani,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",19,20,39,64,76,140,26,38,64,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77740,2022,ACSEE,KIBO,Kilimanjaro,Moshi MC,Longuo 'B',Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",2,1,3,0,2,2,0,0,0,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77741,2022,ACSEE,KIGOMA,Kigoma,Kigoma/Ujiji MC,Bangwe,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,49,49,0,167,167,0,49,49,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77742,2022,ACSEE,KINONDONI,Dar es Salaam,Kinondoni MC,Kinondoni,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",5,16,21,10,11,21,1,4,5,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77743,2022,ACSEE,LAKE,Mwanza,Mwanza CC,Isamilo,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",8,9,17,15,31,46,2,3,5,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77744,2022,ACSEE,LINDI,Lindi,Lindi MC,Mtanda,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,116,116,0,105,105,0,11,11,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77745,2022,ACSEE,LUGALO,Iringa,Iringa MC,Gangilonga,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",34,0,34,88,0,88,60,0,60,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77746,2022,ACSEE,LUMUMBA,Morogoro,Kilosa,Lumuma,Government,School,92,"Confidence level is desired to be above 90%, anything below that is less reliable",39,46,85,27,34,61,19,13,32,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77747,2022,ACSEE,MAWENZI,Kilimanjaro,Moshi MC,Kilimanjaro,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",81,0,81,85,0,85,13,0,13,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77748,2022,ACSEE,MAKUMIRA,Arusha,Meru,Poli,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",15,16,31,5,8,13,0,0,0,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77749,2022,ACSEE,MBEYA,Mbeya,Mbeya CC,Mbalizi Road,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",15,4,19,52,28,80,19,10,29,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7774a,2022,ACSEE,MOROGORO,Morogoro,Morogoro MC,Boma,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",24,7,31,100,34,134,35,18,53,2,0,2,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7774b,2022,ACSEE,MWANZA,Mwanza,Mwanza CC,Pamba,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",47,19,66,116,48,164,90,30,120,1,0,1,0,1,1,2022-07-14 00:00:00
684956aeba68378eb6b7774c,2022,ACSEE,MWENGE,Singida,Singida MC,Majengo,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,89,89,0,256,256,0,97,97,0,2,2,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7774d,2022,ACSEE,MZIZIMA,Dar es Salaam,Dar es Salaam CC,Upanga Mashariki,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",1,1,2,6,0,6,6,9,15,0,1,1,0,2,2,2022-07-14 00:00:00
684956aeba68378eb6b7774e,2022,ACSEE,NDANDA,Mtwara,Masasi,Ndanda,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,322,322,0,139,139,0,3,3,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7774f,2022,ACSEE,OMUMWANI,Kagera,Bukoba MC,Nshambya,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",97,0,97,115,0,115,21,0,21,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77750,2022,ACSEE,SANGU,Mbeya,Mbeya CC,Mbalizi Road,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",15,24,39,31,66,97,7,14,21,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77751,2022,ACSEE,SHAABAN ROBERT,Dar es Salaam,Dar es Salaam CC,Upanga Mashariki,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",6,8,14,13,16,29,14,10,24,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77752,2022,ACSEE,USAGARA,Tanga,Tanga CC,Usagara,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,20,20,0,81,81,3,96,99,1,11,12,1,1,2,2022-07-14 00:00:00
684956aeba68378eb6b77753,2022,ACSEE,UYUI,Tabora,Tabora MC,Cheyo,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",2,4,6,3,6,9,1,4,5,0,2,2,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77754,2022,ACSEE,TAMBAZA,Dar es Salaam,Dar es Salaam CC,Upanga Magharibi,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",40,30,70,58,86,144,79,71,150,4,10,14,1,3,4,2022-07-14 00:00:00
684956aeba68378eb6b77755,2022,ACSEE,TUMAINI,Arusha,Monduli,Makuyuni,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",76,0,76,55,0,55,2,0,2,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77756,2022,ACSEE,BAGAMOYO,Pwani,Bagamoyo,Dunda,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",16,86,102,29,119,148,14,49,63,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77757,2022,ACSEE,TARIME,Mara,Tarime TC,Bomani,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,262,262,0,79,79,0,9,9,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77758,2022,ACSEE,PARANE,Kilimanjaro,Same,Myamba,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",2,4,6,1,6,7,3,1,4,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77759,2022,ACSEE,LOMWE,Kilimanjaro,Mwanga,Chomvu,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",9,10,19,2,7,9,2,3,5,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7775a,2022,ACSEE,VUNJO,Kilimanjaro,Moshi,Mwika Kusini,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",2,0,2,9,7,16,0,1,1,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7775b,2022,ACSEE,KIGURUNYEMBE,Morogoro,Morogoro MC,Kingo,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",19,34,53,23,44,67,9,16,25,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7775c,2022,ACSEE,KISHOJU,Kagera,Muleba,Magata/Karutanga,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",24,38,62,49,90,139,10,10,20,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7775d,2022,ACSEE,SINGE,Manyara,Babati TC,Nangara,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",7,8,15,5,18,23,3,15,18,0,1,1,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7775e,2022,ACSEE,MWADUI,Shinyanga,Kishapu,Mwadui Lohumbo,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",5,6,11,2,11,13,4,1,5,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7775f,2022,ACSEE,KARATU,Arusha,Karatu,Qurus,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,159,159,0,206,206,0,73,73,0,1,1,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77760,2022,ACSEE,KILOSA,Morogoro,Kilosa,Rudewa,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,111,111,0,2,2,0,0,0,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77761,2022,ACSEE,IMBORU,Manyara,Mbulu TC,Sanu Baray,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",1,4,5,10,27,37,38,47,85,4,6,10,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77762,2022,ACSEE,RUVU,Pwani,Kibaha,Mtongani,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",114,0,114,140,0,140,95,0,95,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77763,2022,ACSEE,IFAKARA,Morogoro,Ifakara TC,Michenga,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",26,0,26,138,0,138,104,0,104,1,0,1,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77764,2022,ACSEE,SONI SEMINARY,Tanga,Bumbuli,Soni,Non-Government,School,92,"Confidence level is desired to be above 90%, anything below that is less reliable",0,2,2,0,3,3,0,2,2,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77765,2022,ACSEE,UCHAMA,Tabora,Nzega TC,Uchama,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",2,0,2,1,13,14,0,3,3,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77766,2022,ACSEE,UTAANI,Kilimanjaro,Rombo,Mrao Keryo,Government,School,77,"Confidence level is desired to be above 90%, anything below that is less reliable",2,0,2,17,0,17,24,0,24,1,0,1,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77767,2022,ACSEE,TUMEKUJA,Arusha,Meru,King'ori,Government,School,68,"Confidence level is desired to be above 90%, anything below that is less reliable",3,17,20,12,24,36,24,27,51,1,4,5,0,2,2,2022-07-14 00:00:00
684956aeba68378eb6b77768,2022,ACSEE,BEN BELLA,Dodoma,Dodoma CC,Kikuyu Kusini,Government,School,72,"Confidence level is desired to be above 90%, anything below that is less reliable",25,0,25,45,0,45,82,0,82,10,0,10,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b77769,2022,ACSEE,UJIJI,Kigoma,Kigoma/Ujiji MC,Mwanga Kaskazini,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",2,22,24,1,11,12,0,0,0,0,0,0,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7776a,2022,ACSEE,GEITA,Geita,Geita TC,Kalangalala,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,74,74,0,117,117,0,40,40,0,1,1,0,0,0,2022-07-14 00:00:00
684956aeba68378eb6b7776b,2022,ACSEE,KARAGWE,Kagera,Karagwe,Kihanga,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",2,1,3,2,6,8,0,3,3,0,0,0,0,0,0,2022-07-14 00:00:00
